#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord      ---- domain strat stats ----- 
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc   q-value local FDR  FDR|lFDR description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- --------- --------- --------- ---------------------
zf-C3HC4_2           PF13923.6     40 PF3D7_0415800        -            875   6.2e-13   34.7  10.1   1   1   6.2e-13   6.2e-13   34.7  10.1     1    40    78   116    78   116 0.97   1.7e-09   1.3e-08   1.5e-10 Zinc finger, C3HC4 type (RING finger)
DZR                  PF12773.7     49 PF3D7_0415800        -            875   8.4e-06   12.1   4.1   1   1   4.4e-06   4.4e-06   13.0   0.9     1    38    99   151    99   156 0.89     0.024      0.44    0.0092 Double zinc ribbon
GramPos_pilinD1      PF16555.5    156 PF3D7_0415800        -            875     3e-05   10.4  13.7   1   1   5.1e-06   5.1e-06   12.9   6.9    28    99   516   600   490   630 0.68     0.028         1         1 Gram-positive pilin subunit D1, N-terminal domain
IL17R_fnIII_D1       PF16556.5    154 PF3D7_0905000        -            281   1.2e-05   11.1   0.2   1   1   2.2e-05   2.2e-05   10.4   0.2    50   137   131   217    90   225 0.84      0.12         1         1 Interleukin-17 receptor, fibronectin-III-like domain 1
DUF5494              PF17598.2     84 PF3D7_0604800        -           1434     7e-05    9.2   8.6   1   1   5.4e-05   5.4e-05    9.6   0.5    23    82  1100  1161  1096  1163 0.89      0.29         1         1 Family of unknown function (DUF5494)
RAP                  PF08373.10    58 PF3D7_0604800        -           1434   1.2e-14   40.5   0.3   1   1   1.2e-14   1.2e-14   40.5   0.3     4    57  1341  1398  1338  1399 0.81   5.9e-12   5.9e-10   4.4e-12 RAP domain
Arm                  PF00514.23    41 PF3D7_1361800        -           2605   1.9e-10   26.9  10.6   1   1   4.8e-05   4.8e-05    9.7   0.0     5    24   303   322   300   326 0.89     0.026         1         1 Armadillo/beta-catenin-like repeat
DUF3361              PF11841.8    154 PF3D7_1361800        -           2605   2.5e-05   10.4  46.1   1   1   8.3e-05   8.3e-05    8.8   3.4     2   129   439   567   438   586 0.85      0.23         1         1 Domain of unknown function (DUF3361)
Bactofilin           PF04519.13    98 PF3D7_1106500        -           2021     6e-06   12.8   1.4   1   1   1.5e-05   1.5e-05   11.6   1.4     4    96   185   283   160   287 0.68     0.027     0.073    0.0022 Polymer-forming cytoskeletal
JAB                  PF01398.21   118 PF3D7_0912900        -            338   1.6e-26   78.9   0.1   1   1   1.6e-26   1.6e-26   78.9   0.1     4   115    20   127    18   130 0.94   4.4e-23     6e-14   5.6e-16 JAB1/Mov34/MPN/PAD-1 ubiquitin protease
MitMem_reg           PF13012.6    112 PF3D7_0912900        -            338   1.2e-31   95.7   1.2   1   1   2.1e-31   2.1e-31   94.9   1.2     1   112   177   288   177   288 0.98   1.1e-27   5.1e-08     5e-10 Maintenance of mitochondrial structure and function
IF-2B                PF01008.17   282 PF3D7_1013900        -           1074   1.7e-40  125.1   2.9   1   2   6.6e-39   6.6e-39  119.8   0.7     5   248   342   588   338   636 0.92   1.8e-35   9.2e-22   8.2e-24 Initiation factor 2 subunit family
IF-2B                PF01008.17   282 PF3D7_1013900        -           1074   1.7e-40  125.1   2.9   2   2   8.6e-07   8.6e-07   14.5   0.1   251   281  1029  1059   964  1060 0.77   0.00094         1         1 Initiation factor 2 subunit family
PRESAN               PF09687.10   125 PF3D7_0831200        -            961   7.8e-25   74.1  23.1   1   1   7.8e-25   7.8e-25   74.1  23.1     2   125   141   266   136   266 0.96   1.5e-22   8.6e-22   8.2e-24 Plasmodium RESA N-terminal
PMG                  PF05287.12   180 PF3D7_0831200        -            961   8.6e-07   15.3   1.0   1   1   8.6e-07   8.6e-07   15.3   1.0   119   171   404   456   379   490 0.50    0.0047    0.0089   0.00027 PMG protein
DnaJ                 PF00226.31    63 PF3D7_0831200        -            961   5.8e-27   80.0   6.6   1   1   5.8e-27   5.8e-27   80.0   6.6     1    63   537   599   537   599 0.98   2.3e-24   5.5e-23   1.5e-25 DnaJ domain
DnaJ-X               PF14308.6    211 PF3D7_0831200        -            961   1.4e-49  154.5   1.2   1   1   1.4e-49   1.4e-49  154.5   1.2     1   206   668   938   668   943 0.87   1.1e-46   4.2e-35   4.3e-37 X-domain of DnaJ-containing
DUF2593              PF10767.9    141 PF3D7_1358200        -           1596   3.5e-05   10.1   0.1   1   1   9.4e-05   9.4e-05    8.7   0.1     9    49   702   742   695   745 0.87      0.51         1         1 Protein of unknown function (DUF2593)
Myelin_MBP           PF01669.17   151 PF3D7_1207100        -            840   2.6e-05   11.1   1.3   1   1   6.5e-05   6.5e-05    9.8   1.3    16   102   663   751   650   789 0.71      0.35         1         1 Myelin basic protein
NUC153               PF08159.12    29 PF3D7_1207100        -            840   5.7e-13   34.8   0.9   1   1     2e-12     2e-12   33.1   0.9     1    26   802   827   802   827 0.98   1.1e-08         1         1 NUC153 domain
Sec1                 PF00995.23   575 PF3D7_1034000        -            663  9.7e-107  344.5  37.6   1   1  1.1e-106  1.1e-106  344.3  37.6     1   575    42   654    42   654 0.82    3e-103   8.7e-93   1.4e-95 Sec1 family
GAS                  PF13851.6    200 PF3D7_0624900        -            445   1.3e-32   98.9  37.9   1   1   1.3e-32   1.3e-32   98.9  37.9     2   200   209   401   208   401 0.98   3.5e-29     0.047    0.0014 Growth-arrest specific micro-tubule binding
PRESAN               PF09687.10   125 PF3D7_1373200        -             70   1.5e-09   24.7   1.8   1   1   1.9e-09   1.9e-09   24.4   1.8    72   125     2    54     1    54 0.93   1.3e-07   1.5e-06     2e-08 Plasmodium RESA N-terminal
Orf78                PF06024.12   103 PF3D7_0511400        -            381   2.1e-08   20.7   3.0   1   1   2.1e-08   2.1e-08   20.7   3.0    32    97   290   360   280   368 0.44   0.00011    0.0078   0.00024 Orf78 (ac78)
Pept_S41_N           PF18294.1     49 PF3D7_0622400        -            128   7.5e-06   12.2   0.4   1   1   7.5e-06   7.5e-06   12.2   0.4    16    44     5    47     1    62 0.91     0.041      0.38    0.0091 Peptidase S41 N-terminal domain
YfiO                 PF13525.6    203 PF3D7_0622400        -            128   4.5e-06   12.7   0.5   1   1   5.6e-06   5.6e-06   12.3   0.5    60   139    30   122    16   126 0.79      0.03         1         1 Outer membrane lipoprotein
ITAM                 PF02189.15    20 PF3D7_0313000        -            346   9.9e-05    9.2   0.1   1   1   9.9e-05   9.9e-05    9.2   0.1     7    19   245   257   243   257 0.91      0.54         1         1 Immunoreceptor tyrosine-based activation motif
SAMP                 PF05924.11    22 PF3D7_0313000        -            346   9.5e-05    8.0   2.4   1   1   8.6e-05   8.6e-05    8.2   0.3     4    14   276   286   276   286 0.95      0.23         1         1 SAMP Motif
Exo_endo_phos        PF03372.23   233 PF3D7_1238600        -            393   2.3e-06   13.4   0.0   1   1   1.1e-05   1.1e-05   11.1   0.0     1   205    15   338    15   382 0.64    0.0067         1         1 Endonuclease/Exonuclease/phosphatase family
Gp45_2               PF17470.2     57 PF3D7_1238600        -            393   1.8e-05   11.0   0.1   1   1     9e-05     9e-05    8.7   0.1    11    45   334   368   331   377 0.83      0.49         1         1 Phage gene product 45.2
HGTP_anticodon2      PF12745.7    263 PF3D7_1248900        -            435   1.5e-05   10.7   2.6   1   1   2.5e-05   2.5e-05   10.0   2.6    85   138     3    56     1   116 0.60      0.14         1         1 Anticodon binding domain of tRNAs
DUF5318              PF17249.2    131 PF3D7_1248900        -            435   2.6e-05   10.2   0.0   1   1   6.5e-05   6.5e-05    9.0   0.0    12    48    69   106    59   120 0.72      0.35         1         1 Family of unknown function (DUF5318)
Prot_ATP_ID_OB       PF16450.5     57 PF3D7_1248900        -            435   7.3e-08   18.6   0.0   1   1   1.8e-07   1.8e-07   17.3   0.0     1    57   103   158    84   158 0.90    0.0002         1         1 Proteasomal ATPase OB C-terminal domain
AAA                  PF00004.29   132 PF3D7_1248900        -            435   4.7e-48  149.2   0.2   1   1   1.2e-47   1.2e-47  147.9   0.0     1   131   216   347   216   348 0.96   8.2e-45   6.8e-44     8e-46 ATPase family associated with various cellular activities (AAA)
AAA_lid_3            PF17862.1     45 PF3D7_1248900        -            435   1.4e-15   43.2   0.9   1   1   2.4e-15   2.4e-15   42.5   0.1     2    44   371   413   370   414 0.96   1.6e-12     4e-11   5.1e-13 AAA+ lid domain
eIF-5_eIF-2B         PF01873.17   117 PF3D7_1206700        -            565   3.8e-41  125.9   0.1   1   1   3.8e-41   3.8e-41  125.9   0.1     2   116     8   126     7   127 0.97   2.1e-37   1.4e-36   1.2e-38 Domain found in IF2B/IF5
W2                   PF02020.18    79 PF3D7_1206700        -            565   1.6e-11   30.5   0.2   1   2   6.1e-07   6.1e-07   15.9   0.0     3    54   339   391   337   406 0.77    0.0033     0.012   0.00038 eIF4-gamma/eIF5/eIF2-epsilon
W2                   PF02020.18    79 PF3D7_1206700        -            565   1.6e-11   30.5   0.2   2   2   1.4e-05   1.4e-05   11.5   0.1    55    79   458   482   431   482 0.78     0.025         1         1 eIF4-gamma/eIF5/eIF2-epsilon
DUF4127              PF13552.6    490 PF3D7_0108600        -            306     6e-06   11.1   3.0   1   1   9.5e-06   9.5e-06   10.5   3.0   117   172    38    92    27   111 0.88     0.052         1         1 Protein of unknown function (DUF4127)
Rav1p_C              PF12234.8    638 PF3D7_0108600        -            306   1.9e-07   15.9   1.9   1   1   2.5e-07   2.5e-07   15.5   1.9   172   261    71   160    33   179 0.75    0.0014         1         1 RAVE protein 1 C terminal
7TM_GPCR_Str         PF10326.9    307 PF3D7_0108600        -            306   2.1e-05   10.0   1.2   1   1     2e-05     2e-05   10.2   0.1   121   178   168   225   156   246 0.84      0.11         1         1 Serpentine type 7TM GPCR chemoreceptor Str
CDC27                PF09507.10   427 PF3D7_0710700        -            201   3.4e-05    9.4  43.5   1   1   3.9e-05   3.9e-05    9.2  43.5   174   301    11   142     2   195 0.58      0.11         1         1 DNA polymerase subunit Cdc27
N_formyltrans_C      PF18216.1     52 PF3D7_1303900        -            203   1.7e-05   10.7   0.0   1   1   7.6e-05   7.6e-05    8.7   0.0    22    42    46    66    43    73 0.84      0.41         1         1 N-formyltransferase dimerization C-terminal domain
Sld5                 PF05916.11   109 PF3D7_1303900        -            203   5.8e-10   25.9   0.1   1   1     9e-10     9e-10   25.3   0.1     5   109    74   172    70   172 0.94   1.6e-06      0.18    0.0059 GINS complex protein
MCR_gamma            PF02240.16   246 PF3D7_0608200        -            156   2.1e-05   10.0   0.4   1   1   4.5e-05   4.5e-05    8.9   0.1    10    37    19    49    16    57 0.82      0.24         1         1 Methyl-coenzyme M reductase gamma subunit
DUF2678              PF10856.8    118 PF3D7_0608200        -            156     4e-05    9.8   0.3   1   1   5.5e-05   5.5e-05    9.4   0.3    74   109    80   115    56   123 0.86       0.3         1         1 Protein of unknown function (DUF2678)
FBPase_3             PF01950.16   361 PF3D7_0608200        -            156   2.5e-05    9.6   0.0   1   1   3.4e-05   3.4e-05    9.2   0.0   148   184   102   138    86   148 0.82      0.18      0.27    0.0086 Fructose-1,6-bisphosphatase
ATG16                PF08614.11   200 PF3D7_0914400        -            249   5.1e-08   19.5   5.2   1   1   5.1e-08   5.1e-08   19.5   5.2   127   185    30    88    25    93 0.95   0.00028     0.018   0.00057 Autophagy protein 16 (ATG16)
DUF1366              PF07104.11   117 PF3D7_0914400        -            249   7.8e-06   11.9   0.3   1   1   7.8e-06   7.8e-06   11.9   0.3    63   101   194   232   185   243 0.85     0.042         1         1 Protein of unknown function (DUF1366)
zf-RING_9            PF13901.6    206 PF3D7_0530300        -           1446   5.9e-07   15.8   1.5   1   1   2.3e-06   2.3e-06   13.8   1.5    29   106   139   216   117   241 0.85    0.0063      0.04    0.0012 Putative zinc-RING and/or ribbon
TMEM40               PF15817.5    120 PF3D7_0726100        -            803   1.6e-05   10.9   0.2   1   1   4.6e-05   4.6e-05    9.4   0.2    34    71    33    70    21    88 0.86      0.25         1         1 Transmembrane protein 40 family
U5_2-snRNA_bdg       PF10597.9    134 PF3D7_0726100        -            803   1.8e-06   14.3   0.0   1   1   5.7e-06   5.7e-06   12.7   0.0    60   106   699   745   694   769 0.92     0.016         1         1 U5-snRNA binding site 2 of PrP8
Reticulon            PF02453.17   157 PF3D7_0726100        -            803   2.8e-05   10.3   0.4   1   1   9.1e-05   9.1e-05    8.7   0.2    12    76   736   798   734   801 0.75      0.25         1         1 Reticulon
Ribosomal_L27A       PF00828.19   128 PF3D7_1429700        -            366   1.5e-22   66.8   0.1   1   1     7e-22     7e-22   64.7   0.0     4   127   119   244   115   245 0.87   1.3e-18         1         1 Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A
Hormone_1            PF00103.20   215 PF3D7_1366000        -             91   4.4e-06   12.7   0.7   1   1   5.4e-06   5.4e-06   12.4   0.7    77   163     7    89     4    91 0.86      0.02      0.02   0.00061 Somatotropin hormone family
UCR_14kD             PF02271.16   100 PF3D7_1012300        -            192   1.7e-20   59.2   0.2   1   1   2.3e-20   2.3e-20   58.8   0.2     7    99    51   144    46   145 0.89   1.3e-16      0.18    0.0059 Ubiquinol-cytochrome C reductase complex 14kD subunit
HIT                  PF01230.23    98 PF3D7_0817500        -            185   5.5e-27   80.7   0.0   1   1   8.7e-27   8.7e-27   80.1   0.0     2    97    83   179    82   180 0.94   4.7e-23   2.2e-17     2e-19 HIT domain
DUF1961              PF09224.11   214 PF3D7_1416000        -            220     1e-05   11.1   0.0   1   1   1.4e-05   1.4e-05   10.7   0.0    98   150    24    76    20   114 0.84     0.076         1         1 Domain of unknown function (DUF1961)
Colicin_V            PF02674.16   144 PF3D7_1416000        -            220   4.2e-06   13.0   3.3   1   1   4.8e-06   4.8e-06   12.8   2.4     3    74   126   198   124   216 0.80     0.017     0.017   0.00053 Colicin V production protein
DnaJ                 PF00226.31    63 PF3D7_1216900        -            939   1.9e-17   49.5   5.4   1   2   1.6e-13   1.6e-13   36.9   0.4     1    38   178   217   178   230 0.84   2.2e-11     1e-09   1.2e-11 DnaJ domain
DnaJ                 PF00226.31    63 PF3D7_1216900        -            939   1.9e-17   49.5   5.4   2   2   3.7e-06   3.7e-06   13.4   0.6    36    63   268   295   251   295 0.89   0.00042         1         1 DnaJ domain
Myb_DNA-binding      PF00249.31    46 PF3D7_1216900        -            939   3.1e-16   45.7   1.5   1   2   1.1e-08   1.1e-08   21.5   0.1     2    41   768   811   767   815 0.91   7.5e-06    0.0023   7.5e-05 Myb-like DNA-binding domain
Myb_DNA-binding      PF00249.31    46 PF3D7_1216900        -            939   3.1e-16   45.7   1.5   2   2   1.1e-08   1.1e-08   21.5   0.1     1    44   878   927   878   929 0.91   7.5e-06    0.0023   7.5e-05 Myb-like DNA-binding domain
MLVIN_C              PF18697.1     84 PF3D7_0824300        -            773   8.7e-06   12.1   0.0   1   1   2.7e-05   2.7e-05   10.5   0.0    15    62   151   198   143   217 0.74      0.15         1         1 Murine leukemia virus (MLV) integrase (IN) C-terminal domain
GTP1_OBG             PF01018.22   155 PF3D7_0824300        -            773   5.2e-30   90.3   0.1   1   1     1e-29     1e-29   89.3   0.1     2   140   247   391   246   400 0.82   2.7e-26   3.6e-09   2.8e-11 GTP1/OBG
MMR_HSR1             PF01926.23   114 PF3D7_0824300        -            773   7.6e-18   51.0   1.2   1   1   2.2e-17   2.2e-17   49.5   0.3     1   101   403   506   403   530 0.83   7.5e-15   1.8e-11   2.3e-13 50S ribosome-binding GTPase
mCpol                PF18182.1    114 PF3D7_0703800        -           1058   8.1e-07   15.7   4.1   1   1   8.1e-07   8.1e-07   15.7   4.1    17    78   139   202   132   219 0.82    0.0044       0.1    0.0033 minimal CRISPR polymerase domain
BatD                 PF13584.6    480 PF3D7_1244900        -            763   2.6e-05    9.2   1.1   1   1   4.1e-05   4.1e-05    8.6   1.1   357   431   373   438   371   467 0.59     0.074         1         1 Oxygen tolerance
